t_s,thrust_N,current_A,temp_C,injected_anomaly
28980,0.0404646216762638,1.791344181087557,46.52764642709076,False
29040,0.0399545734444858,1.8764593708271728,45.76845434546463,False
29100,0.0398636739350686,1.7343468918805207,45.64652370456776,False
29160,0.0393764140826196,1.755470381154951,45.81241628539964,False
29220,0.040344241087166,1.658941426890756,46.623261782388646,False
29280,0.0393187702486513,1.7740305000265963,46.02167312247059,False
29340,0.0405324681890507,1.778635248077196,45.74304425180959,False
29400,0.0408682296035567,1.7724612324779505,46.55558453297232,False
29460,0.0402932251257897,1.859814576332123,47.166134582125984,False
29520,0.0397710010131554,1.846473346206196,46.20183128370966,False
87180,0.0396838046839972,1.8203079707115728,48.987931922222685,False
87240,0.0411737450005672,1.7023551720297831,47.86755114587917,False
87300,0.0399086320865777,1.6851367326447435,48.76807270946463,False
87360,0.0418396712744298,1.8741089214437527,47.92029679297573,False
87420,0.0400725940510017,1.8488052069876773,48.36127080174237,False
87480,0.0414282547153797,1.7433379708606545,48.359177534731046,False
87540,0.0402858555381685,1.799838019252591,48.583811641766985,False
87600,0.0407703684585995,1.855053381250872,48.38066573916414,False
87660,0.0394203111587858,1.8226368328476927,47.88793281470113,False
87720,0.03931699262193,1.808004047193908,48.69990821406189,False
139020,0.0403239858551397,1.8028410520992144,50.512790257893606,False
139080,0.0417875089969581,1.7532696063380486,50.043981742844046,False
139140,0.0397836824463236,1.8386980775895505,51.09611067012632,False
139200,0.0403355719142826,1.8738006756507872,50.70845463846278,False
139260,0.0410062231606955,1.8877228836816649,49.64468161756413,False
139320,0.0409122026247554,1.8109816843335684,49.166887593162905,False
139380,0.0400093731341754,1.8310151312970788,49.80193655109149,False
139440,0.0380932890376341,1.791708282602818,49.57108753247556,False
139500,0.0404133622549187,1.828513008703504,51.09681553173286,False
139560,0.0382244205931015,1.8169541182349576,50.18101881305781,False
183960,0.0402051935827548,1.8742450164192703,52.42009955934397,False
184020,0.0403482031657368,1.7782340115056685,50.66476319157228,False
184080,0.0416613690606872,1.7883595777682206,51.85584886243585,False
184140,0.0393237436280179,1.8578681193540096,51.80306117670106,False
184200,0.0406872368465421,1.7022359319646512,51.15928844823,False
184260,0.0401662004780913,1.906210906717284,52.18315228164936,False
184320,0.0387431218059435,1.931981416325624,51.48724823178674,False
184380,0.0406165590256758,1.6538577734113156,51.673211657486185,False
184440,0.0410140988486431,1.7947348256384952,52.77834859044336,False
184500,0.039314258876978,1.7611768602790436,52.36117411573943,False
